"","y","x1","x2","x3","x4"
"43",39.1227066273356,3.24058554777551,3.99015860956518,4.82503539424734,1
"44",36.6298802364417,3.11407845932784,4.48565966684008,5.70563760895075,1
"45",34.6044852999176,3.02894680136285,4.68634410818874,6.36535711583888,1
"46",52.8037581546871,4.68994033088779,3.50002463657571,5.07045634041764,1
"47",51.6915998381195,4.27420440306785,4.81412493810202,4.60320351945653,1
"49",47.082401531784,4.01119964443245,4.7111852758154,5.29611505028625,1
"50",41.089171512835,3.26432673198133,4.81864597713691,4.70742577826114,1
"51",37.6211069598396,3.32337381703173,4.30300508601478,6.03480195747475,1
"52",40.9010635144688,3.80110491752734,5.03305942681912,7.22690217124905,1
"53",47.9163234653468,4.29405434405998,4.43521640375075,5.97502029073127,1
"54",53.1823234963238,4.42058510199217,6.42123008732182,5.73556064857689,1
"55",34.620059154884,2.73330433862008,3.09169791746891,3.94291810498294,1
"56",35.6690421187848,3.09116348876086,5.06598461108727,6.46066958491337,1
"57",47.7805899427042,4.24188200730053,4.86824165897612,6.10771295113073,1
"76",12.1592733105753,1.81162670380895,2.60023544380154,4.18092695925922,2
"77",21.3180997644931,2.66305275246859,3.10691804237961,4.202604719522,2
"78",47.2976150722305,5.32791516525653,5.08413394373571,6.2601083907821,2
"79",22.6264536839429,2.80835484033658,4.40079264523228,5.21206945873021,2
"80",47.326413445782,5.09943401464222,6.20935653572927,6.00004749115889,2
"81",34.3147163177188,4.04397845341998,4.23686288774625,5.42291044454889,2
"82",29.3821143248428,3.73568950287914,4.16182196310173,6.10349125551489,2
"83",47.5263752839604,5.10535258299531,6.68072809980693,6.26793994299255,2
"84",28.1748084694435,3.3541969433026,4.35497282446627,5.12665471185844,2
"85",28.2841023964877,3.31442483464109,4.13961591658526,4.75921119898964,2
"86",53.2068001230568,5.83824494065928,4.34305149352248,5.66716785321027,2
"87",26.9277153463978,3.3140144685716,3.1733099604634,4.63598688356474,2
"88",25.0413989928191,3.02392042320961,4.96897934702084,5.51623164344144,2
"89",33.8167828682499,4.25938433710842,5.92445097426709,7.77570369587591,2
"93",42.4266831102078,4.64906072954524,5.16739333929215,5.33619301841526,2
"94",39.3908690456758,4.41892201151228,6.02497554017469,6.18919562880259,2
"95",17.3452050235931,2.2687134250726,3.4502532574238,4.5004537940101,2
"96",43.0217877618543,4.6231084953386,4.63377841606247,4.62802470756843,2
"97",18.7157252305461,2.64680158529979,4.52393197646985,6.31134971928662,2
"98",23.5801976144261,3.14628554896472,4.93983888297387,6.636239940557,2
"99",44.8350290648845,5.21425531327203,7.43951973137243,8.40682770074058,2
"100",50.185118285894,5.36753306686673,6.20666224393062,6.00658770872488,2
"101",36.7716023695001,3.97251084217242,4.86999049756527,4.55049517644207,2
"102",26.2207335670536,3.45742742334323,3.59857485398631,5.83920258922391,2
"103",39.9395220143892,5.04926285157945,4.62527865901202,7.75154569571132,2
"104",28.634348969827,3.66875878384849,4.84791138038821,6.632297518048,2
"105",16.1438406208029,2.10627871379498,4.29676057964611,5.00175594188856,2
"107",51.8884037177447,5.5506811616044,5.87389527494226,5.90081739870167,2
"108",36.1402300458266,4.09998401452557,6.22937444274539,6.32369109314057,2
"109",35.2093563248006,4.01432987088218,4.67637918540079,5.2328089218383,2
"110",46.4895516487202,5.24887465057263,6.43868190271271,7.15951305841562,2
"111",23.6584373985895,2.77159549854782,4.82199499037982,4.94225472089276,2
"112",46.2396562795087,5.09925089200293,5.4641808223421,5.93873338610975,2
"113",31.200619743607,3.5475400413325,4.8431322302155,5.03272565489123,2
"114",35.4301447499806,3.87670750502163,4.28715105821683,4.29213760669392,2
"115",27.0913181777041,3.4073233812145,4.66553491926477,6.03550531290731,2
"116",37.801985639541,4.02240526112694,5.92233661949173,5.07929830969473,2
"117",38.2430279385856,4.37512085636892,4.89966790341738,5.68503848210319,2
"118",49.04994417946,5.70399738883768,5.32593135220214,7.37670851082494,2
"119",53.5843469289817,5.94746315319758,7.05879403209425,7.76649233987554,2
"120",30.0101733859993,3.6057134271694,3.69375193837834,4.95611010907103,2
"121",31.8152595758547,3.66481194576801,3.74605649474912,4.50110951470043,2
"122",41.7537851416946,4.58126804958713,4.84411070330105,5.09979175277431,2
"123",38.0560435599356,4.66881122111009,5.77607459358783,7.66213423541942,2
"124",21.8195720471882,2.96711943417339,3.54803649594919,5.5829763774601,2
"125",36.1533439310058,4.02755776054344,4.85382490350353,5.0247407610181,2
"126",37.3035415400755,4.31086062795757,5.61277966668373,6.29849414551711,2
"127",31.3119946851254,3.928701191274,4.82874377823669,6.60160426439328,2
"128",32.1419833990645,3.99794068366662,4.53240862103454,6.33757950442614,2
"129",24.1362016883312,2.95355625158165,4.2773364397263,5.08603870780124,2
"130",22.5512673578608,2.8337255400517,4.24276651243875,5.230465576618,2
"131",44.8262448049612,4.79305975332077,5.09097264851915,4.93364382486468,2
"132",31.8267012477046,4.0036184073563,3.74959855505179,5.94324032973167,2
"133",37.838018533448,4.36572703861321,4.76228987359085,5.71655957588789,2
"134",35.4208978751153,4.23815011015329,4.95898502832421,6.30567582109301,2
"135",30.7177445042609,3.87861361131684,5.35855002286699,7.02607574409963,2
"136",32.9612664987038,4.10799639727586,6.37200217396915,7.81563865671011,2
"137",38.8345286260541,4.49469347589542,4.89191896806621,5.952927574934,2
"138",40.7984416179777,4.59000107448703,4.54286973226985,5.32356502796283,2
"139",23.2741576855842,3.10461720839715,4.46467018945451,6.22931599633226,2
"140",39.5678278743599,4.53904039254143,5.4206696649342,6.20914027806455,2
"141",37.8759308857653,4.19557273364161,4.96659337677036,5.11198376127491,2
"142",52.4438698828231,5.64493560766057,5.71960702065531,5.99137830903165,2
"143",42.2202610302989,4.87943154682086,4.35684957793335,5.8782315121849,2
"144",43.2509575797692,4.807200464988,6.45566314166429,6.57512787608501,2
"145",23.8721703471345,2.70352140195178,5.11218793111279,4.79321251241184,2
"146",20.2777977712064,2.90488172701074,3.74303267636984,6.1255804386656,2
"147",48.1465335288049,5.70092014597408,6.98497074470063,8.868337489854,2
"148",27.1921455198594,3.3849029135692,3.38479655652211,4.97269265643245,2
"150",33.3197773363353,4.03351715240715,5.73375980598957,6.86491037992239,2
"153",23.8716294990678,2.97924509678893,4.55010830479992,5.50968183882975,3
"154",34.4518325895707,4.07081405619824,5.13454811772116,6.11337400011321,3
"155",34.2076360786976,4.03780398937439,3.96494302930301,5.25349916363219,3
"156",9.18310896477712,1.53555594217108,3.26711090623573,4.85507094656966,3
"157",39.1110523752899,3.96645387506891,5.84602526823124,4.25489927472865,3
"158",14.0950732887193,1.87917009269122,3.93536196232147,4.66922052984457,3
"159",40.3937948533785,4.65123605966202,4.88891976073109,5.98836237371421,3
"160",46.4097082120118,5.36280969886027,5.49571751357242,7.05266653841023,3
"161",25.6403832187599,3.07360335858886,6.11621700884019,6.34979343266748,3
"162",37.9312744648736,4.22640634999507,4.20142400363043,4.69993444481768,3
"163",31.4872720303321,3.87768995678691,4.16448289415052,5.83257246865704,3
"164",26.2724363084539,3.2715834835035,5.16326836559718,6.18107294875048,3
"165",28.1852942033104,3.52897825982098,4.67415282865321,6.09607684355356,3
"166",57.1882336323588,6.31124641088259,7.31428751233605,8.09652925197249,3
"167",16.5331441651762,2.36902125258652,3.41710041880349,5.23570708941477,3
"168",36.6141025549893,4.23038272357154,5.98255758016785,6.50582821695655,3
"170",52.9475772645496,5.98165393045625,6.26159609950063,7.64573091163028,3
"171",19.4320000369062,2.87167829137217,3.31991677279954,6.03103214223576,3
"172",30.9842178350099,3.63243698786228,5.55771364574537,6.00517182111929,3
"173",52.0490653526292,5.64994548429766,5.10102371614424,5.77303792162159,3
"174",31.8930345243531,3.93205311155668,5.27424072364666,6.69461627648308,3
"175",38.0407308846294,4.10181687485617,4.22645180049356,4.14540345105207,3
"176",32.9601223146219,4.02787028032768,4.21523570463894,5.90019243448266,3
"177",48.5398435370321,5.38034801845253,6.18841655868406,6.72302732171432,3
"178",38.0441802342027,4.12405793621568,6.15154934650309,5.5749013892268,3
"180",28.8577249426002,3.53770657762456,5.51526458316242,6.47324673178624,3
"181",47.8214358783133,5.22507488165731,4.34269674915485,5.11869218496583,3
"182",25.2420113975777,3.53658453210011,4.17780684119323,7.01996195976708,3
"183",33.4116484036086,4.08504412057745,3.26254776407062,5.3075486193334,3
"184",33.2541660071319,3.82306468364013,6.5157236388384,6.57078694620923,3
"185",37.9989840194826,4.47888833721035,4.32133269755623,5.83836416679309,3
"186",36.6316010421585,4.3687878021501,4.80496136304187,6.25911176864034,3
"187",37.4082410363644,4.536153253062,6.00110293636301,7.51504475396436,3
"188",53.9256240423845,5.90711303270282,6.59336902008926,7.13197366160282,3
"189",31.5719863506635,3.7293061986236,4.58969800277675,5.46497123252435,3
"190",26.9681034072123,3.39869204997814,5.47777635262323,6.66152144901315,3
"191",41.8037210697918,4.55663718573774,4.84201999286985,4.97238461314253,3
"193",11.1446315515518,1.80081495443214,3.15795051074903,5.00602946582588,3
"194",25.0774735467155,3.215024949656,3.96729898874787,5.55819077385954,3
"195",36.6241982852747,4.39149455521438,4.55236691604148,6.1852260957537,3
"196",37.8363184176467,4.49344747289318,5.43431656153405,6.74181286098975,3
"197",37.6577452815855,4.29656196497004,4.53910175404096,5.33962460188933,3
"198",35.0076972786068,4.25898933417806,3.79654561110879,5.7612654393465,3
"199",29.9177164153822,3.8124975919229,6.1143257713103,7.65085898079928,3
"200",29.3416188148725,3.6556559369695,5.67576976184344,6.89151804849842,3
"202",28.9949159745172,3.19532314317127,3.95300202782942,3.84161317075371,3
"203",9.26729664179016,1.4145670244607,2.11251287082803,3.42071810639232,3
"204",29.5789679746286,3.41670573964303,4.88439664689298,5.18822451805074,3
"206",23.29910034756,3.09784443937813,3.74772053126546,5.65431924311913,3
"207",55.4732160344957,6.23236677198021,6.68025566968785,8.01976123735041,3
"208",45.1868387231473,5.09215353035338,5.5210214998963,6.37654641750907,3
"209",43.2043687425004,4.67327858294015,6.51594316334926,6.05521915494478,3
"211",55.2227336322363,5.6645923956938,6.31228032359445,5.34762521494219,3
"212",23.0360627954716,3.12565741608174,5.2136462231636,6.99520219286768,3
"213",27.5865774160679,3.392329078788,3.84106903546312,5.16309736312085,3
"214",36.7011601472652,4.55416330944766,5.2138955772476,7.32844462578534,3
"215",27.1911579454231,3.82964198292316,5.93664309465821,8.77563912552674,3
"216",34.4836052602626,3.98445651006286,4.67501389163691,5.40397521868159,3
"217",23.6017288319701,3.06028381771139,3.89283696537546,5.47430445520042,3
"218",16.9169618147859,2.42235313285809,3.49662121295266,5.35396184197225,3
"219",38.1837227929413,4.08520402729106,4.8845156445781,4.46203811572982,3
"220",41.3603492575182,4.88544456662255,6.23601943433674,7.55282725048658,3
"221",51.9955604117305,5.64323071540576,7.0609645099658,7.06286282286663,3
"222",27.0636278121465,3.70290224125072,4.57075279353886,7.24772129818271,3
"223",35.5279741213802,4.21288974167719,4.10107271698635,5.55517984000493,3
"224",45.5278635738538,4.80543575238931,5.11172501275524,4.71853376883605,3
"225",49.6861315969032,5.57834851498734,7.00524034044315,7.68976568355875,3
"226",24.9114584588336,3.15905919459507,5.31277038781175,6.40225234599518,3
"227",56.717147872101,6.26336741944691,7.431378584261,8.15246266036521,3
"228",40.1014692684679,4.61839104007694,6.43104743676829,7.04932063262732,3
"229",30.5442674174501,3.74896069020793,4.69062998818334,6.05205986672407,3
"230",24.31872806758,3.08349428793096,4.31185738163848,5.57907617138038,3
